Piece ID,CBM per Piece,Grade,Last Movement,Length (mm),Lots,Material,Material Status,Material Type,Net Movement,Original Qty,Rack,Remaining Qty,Thickness (mm),Transactions,Unit,Width (mm)
WH-PLM80-1108-037,0.003,AAA,,1600,BT-1208-003 80WAMD (https://app.notion.com/p/BT-1208-003-80WAMD-3ba587ac8c788077a7dcc481e4a23e73?pvs=21),80 Width AAA Moulded (https://app.notion.com/p/80-Width-AAA-Moulded-3b9587ac8c7880a7952dde14c01fa9f6?pvs=21),🟢 Available,,0,1,Rack A2 (https://app.notion.com/p/Rack-A2-3ba587ac8c78808d9beff02d343ded26?pvs=21),1,24,,,80
WH-PRS180-1208-001,0.109,B Grade,,1200,BT-1208-004 180WBRS (https://app.notion.com/p/BT-1208-004-180WBRS-3ba587ac8c78805697e0c6c2de1d6203?pvs=21),180W  B Roughsawan (https://app.notion.com/p/180W-B-Roughsawan-3ba587ac8c7880d9a701e2f3761d81a2?pvs=21),🟢 Available,,0,21,Rack 8A (https://app.notion.com/p/Rack-8A-3ba587ac8c7880d68c2affd05ad91f91?pvs=21),21,24,,,180
WH-PRS2-189,0.002,B Grade,,850,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,85
WH-PRS2-190,0.004,B Grade,,1600,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,28,,,90
WH-PRS2-191,0.003,B Grade,,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,110
WH-PRS2-192,0.003,B Grade,,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,21,,,120
WH-PRS2-193,0.004,B Grade,,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,25,,,120
WH-PRS2-194,0.003,B Grade,,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,28,,,130
WH-PRS2-195,0.004,B Grade,,1000,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,26,,,140
WH-PRS2-196,0.004,B Grade,,1250,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,145
WH-PRS2-197,0.003,B Grade,,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,145
WH-PRS2-198,0.002,B Grade,,700,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,150
WH-PRS2-199,0.005,B Grade,,1550,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,150
WH-PRS2-200,0.004,B Grade,,1100,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,150
WH-PRS2-201,0.004,B Grade,,1150,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,150
WH-PRS2-202,0.006,B Grade,,1500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,25,,,150
WH-PRS2-203,0.003,B Grade,,800,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,26,,,150
WH-PRS2-204,0.005,B Grade,,1100,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,29,,,150
WH-PRS2-205,0.006,B Grade,,1500,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,155
WH-PRS2-206,0.004,B Grade,,1000,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,25,,,155
WH-PRS2-207,0.005,B Grade,,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,25,,,155
WH-PRS2-208,0.004,B Grade,,1100,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,26,,,155
WH-PRS2-209,0.005,B Grade,,1200,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,160
WH-PRS2-210,0.005,B Grade,,1300,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,24,,,160
WH-PRS2-212,0.004,B Grade,,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,28,,,165
WH-PRS2-213,0.006,B Grade,,1300,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,25,,,170
WH-PRS2-214,0.004,B Grade,,900,WH-0507-001 20Thick (https://app.notion.com/p/WH-0507-001-20Thick-3b3587ac8c78801d8ecffac6b6e40b3d?pvs=21),20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,28,,,175
WH-PLHX-026,0.108,B Grade,,1000,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,112,,112,12,,,80
WH-PLHX-024,0.237,B Grade,,1150,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,215,,215,12,,,80
WH-PLHX-023,0.077,B Grade,,1250,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,64,,64,12,,,80
WH-PLHX-022,0.023,B Grade,,1600,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,15,,15,12,,,80
WH-PLHX-020,0.047,B Grade,,1700,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,29,,29,12,,,80
WH-PLHX-019,0.014,B Grade,,1800,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,8,,8,12,,,80
WH-PLHX-018,0.026,B Grade,,1900,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,14,,14,12,,,80
WH-PLHX-017,0.033,B Grade,,2000,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,17,,17,12,,,80
WH-PLHX-016,0.036,B Grade,,2100,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,18,,18,12,,,80
WH-PLHX-015,0.025,B Grade,,2200,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,12,,12,12,,,80
WH-PLHX-014,0.026,B Grade,,2300,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,12,,12,12,,,80
WH-PLHX-013,0.018,B Grade,,2400,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,8,,8,12,,,80
WH-PLHX-012,0.070,B Grade,,2500,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,29,,29,12,,,80
WH-PLHX-011,0.050,B Grade,,2600,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,20,,20,12,,,80
WH-PLHX-010,0.023,B Grade,,2700,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,9,,9,12,,,80
WH-PLHX-009,0.016,B Grade,,2800,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,6,,6,12,,,80
WH-PLHX-008,0.047,B Grade,,2900,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,17,,17,12,,,80
WH-PLHX-007,0.020,B Grade,,3000,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,7,,7,12,,,80
WH-PLHX-006,0.030,B Grade,,3100,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,10,,10,12,,,80
WH-PLHX-005,0.028,B Grade,,3200,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,9,,9,12,,,80
WH-PLHX-004,0.003,B Grade,,3300,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,1,,1,12,,,80
WH-PLHX-003,0.007,B Grade,,3400,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,2,,2,12,,,80
WH-PLHX-002,0.004,B Grade,,3800,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,1,,1,12,,,80
WH-PLHX-001,0.004,B Grade,,4100,BT-HSTOCK 001 (https://app.notion.com/p/BT-HSTOCK-001-3ba587ac8c788002a4cbdfe07868894b?pvs=21),Prepared H Stock (https://app.notion.com/p/Prepared-H-Stock-3ba587ac8c7880408fd8c99714eb5170?pvs=21),🟢 Available,,0,1,,1,12,,,80
UN,0.003,B Grade,,1100,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,15,,,155
UN,0.002,B Grade,,1450,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,17,,,70
UN,0.003,B Grade,,1300,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,17,,,120
UN,0.002,B Grade,,1850,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,19,,,65
UN,0.007,B Grade,,2100,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,19,,,175
UN,0.002,B Grade,,1200,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,70
UN,0.003,B Grade,,1800,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,75
UN,0.003,B Grade,,2150,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,75
UN,0.003,B Grade,,1000,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,2,,2,20,,,80
UN,0.005,B Grade,,1700,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,2,,2,20,,,80
UN,0.002,B Grade,,1000,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,90
UN,0.002,B Grade,,1350,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,90
UN,0.003,B Grade,,1400,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,90
UN,0.007,B Grade,,1300,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,3,,3,20,,,95
UN,0.003,B Grade,,1500,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,95
UN,0.003,B Grade,,1600,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,100
UN,0.003,B Grade,,1650,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,100
UN,0.004,B Grade,,1950,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,100
UN,0.002,B Grade,,1000,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,105
UN,0.005,B Grade,,2400,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,110
UN,0.005,B Grade,,1050,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,2,,2,20,,,120
UN,0.003,B Grade,,1250,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,120
UN,0.003,B Grade,,1050,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,125
UN,0.003,B Grade,,1250,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,125
UN,0.005,B Grade,,1850,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,20,,,125
UN,0.001,B Grade,,1700,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,21,,,40
UN,0.002,B Grade,,1400,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,21,,,60
UN,0.002,B Grade,,1700,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,21,,,60
UN,0.002,B Grade,,1900,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,21,,,60
UN,0.001,B Grade,,1250,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,45
UN,0.003,B Grade,,1400,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,2,,2,22,,,50
UN,0.002,B Grade,,1850,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,50
UN,0.002,B Grade,,1900,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,50
UN,0.002,B Grade,,2200,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,50
UN,0.002,B Grade,,1500,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,60
UN,0.002,B Grade,,1150,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,65
UN,0.002,B Grade,,1300,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,65
UN,0.002,B Grade,,1700,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,65
UN,0.002,B Grade,,1000,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,70
UN,0.003,B Grade,,1200,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,100
UN,0.005,B Grade,,2100,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,100
UN,0.003,B Grade,,1350,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,110
UN,0.003,B Grade,,1050,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,120
UN,0.003,B Grade,,1050,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,125
UN,0.010,B Grade,,2850,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,22,,,160
UN,0.002,B Grade,,2300,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,45
UN,0.002,B Grade,,1250,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,55
UN,0.003,B Grade,,1860,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,60
UN,0.002,B Grade,,1100,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,80
UN,0.003,B Grade,,1550,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,80
UN,0.003,B Grade,,1400,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,95
UN,0.003,B Grade,,1200,,20Thick Roughsawn (https://app.notion.com/p/20Thick-Roughsawn-3b3587ac8c7880988152fb99401823d6?pvs=21),🟢 Available,,0,1,,1,23,,,100
